Province,Country,Latitude,Longitude,Date,Confirmed,Deaths,Recovered
,Afghanistan,33,65,28 January 2020,0,0,0
,Albania,41.1533,20.1683,28 January 2020,0,0,0
,Algeria,28.0339,1.6596,28 January 2020,0,0,0
,Andorra,42.5063,1.5218,28 January 2020,0,0,0
,Angola,-11.2027,17.8739,28 January 2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,28 January 2020,0,0,0
,Argentina,-38.4161,-63.6167,28 January 2020,0,0,0
,Armenia,40.0691,45.0382,28 January 2020,0,0,0
Australian Capital Territory,Australia,-35.4735,149.0124,28 January 2020,0,0,0
New South Wales,Australia,-33.8688,151.2093,28 January 2020,4,0,0
Northern Territory,Australia,-12.4634,130.8456,28 January 2020,0,0,0
Queensland,Australia,-28.0167,153.4,28 January 2020,0,0,0
South Australia,Australia,-34.9285,138.6007,28 January 2020,0,0,0
Tasmania,Australia,-41.4545,145.9707,28 January 2020,0,0,0
Victoria,Australia,-37.8136,144.9631,28 January 2020,1,0,0
Western Australia,Australia,-31.9505,115.8605,28 January 2020,0,0,0
,Austria,47.5162,14.5501,28 January 2020,0,0,0
,Azerbaijan,40.1431,47.5769,28 January 2020,0,0,0
,Bahamas,25.0343,-77.3963,28 January 2020,0,0,0
,Bahrain,26.0275,50.55,28 January 2020,0,0,0
,Bangladesh,23.685,90.3563,28 January 2020,0,0,0
,Barbados,13.1939,-59.5432,28 January 2020,0,0,0
,Belarus,53.7098,27.9534,28 January 2020,0,0,0
,Belgium,50.8333,4,28 January 2020,0,0,0
,Benin,9.3077,2.3158,28 January 2020,0,0,0
,Bhutan,27.5142,90.4336,28 January 2020,0,0,0
,Bolivia,-16.2902,-63.5887,28 January 2020,0,0,0
,Bosnia and Herzegovina,43.9159,17.6791,28 January 2020,0,0,0
,Brazil,-14.235,-51.9253,28 January 2020,0,0,0
,Brunei,4.5353,114.7277,28 January 2020,0,0,0
,Bulgaria,42.7339,25.4858,28 January 2020,0,0,0
,Burkina Faso,12.2383,-1.5616,28 January 2020,0,0,0
,Cabo Verde,16.5388,-23.0418,28 January 2020,0,0,0
,Cambodia,11.55,104.9167,28 January 2020,1,0,0
,Cameroon,3.848,11.5021,28 January 2020,0,0,0
Alberta,Canada,53.9333,-116.5765,28 January 2020,0,0,0
British Columbia,Canada,49.2827,-123.1207,28 January 2020,1,0,0
Grand Princess,Canada,37.6489,-122.6655,28 January 2020,0,0,0
Manitoba,Canada,53.7609,-98.8139,28 January 2020,0,0,0
New Brunswick,Canada,46.5653,-66.4619,28 January 2020,0,0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,28 January 2020,0,0,0
Nova Scotia,Canada,44.682,-63.7443,28 January 2020,0,0,0
Ontario,Canada,51.2538,-85.3232,28 January 2020,1,0,0
Prince Edward Island,Canada,46.5107,-63.4168,28 January 2020,0,0,0
Quebec,Canada,52.9399,-73.5491,28 January 2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,28 January 2020,0,0,0
,Central African Republic,6.6111,20.9394,28 January 2020,0,0,0
,Chad,15.4542,18.7322,28 January 2020,0,0,0
,Chile,-35.6751,-71.543,28 January 2020,0,0,0
Anhui,China,31.8257,117.2264,28 January 2020,106,0,0
Beijing,China,40.1824,116.4142,28 January 2020,91,1,4
Chongqing,China,30.0572,107.874,28 January 2020,132,0,0
Fujian,China,26.0789,117.9874,28 January 2020,80,0,0
Gansu,China,37.8099,101.0583,28 January 2020,19,0,0
Guangdong,China,23.3417,113.4244,28 January 2020,207,0,4
Guangxi,China,23.8298,108.7881,28 January 2020,51,0,2
Guizhou,China,26.8154,106.8748,28 January 2020,9,0,0
Hainan,China,19.1959,109.7453,28 January 2020,40,1,0
Hebei,China,39.549,116.1306,28 January 2020,33,1,0
Heilongjiang,China,47.862,127.7615,28 January 2020,33,1,0
Henan,China,33.882,113.614,28 January 2020,168,1,0
Hong Kong,China,22.3,114.2,28 January 2020,8,0,0
Hubei,China,30.9756,112.2707,28 January 2020,3554,125,80
Hunan,China,27.6104,111.7088,28 January 2020,143,0,0
Inner Mongolia,China,44.0935,113.9448,28 January 2020,15,0,0
Jiangsu,China,32.9711,119.455,28 January 2020,70,0,1
Jiangxi,China,27.614,115.7221,28 January 2020,109,0,3
Jilin,China,43.6661,126.1923,28 January 2020,8,0,0
Liaoning,China,41.2956,122.6085,28 January 2020,34,0,0
Macau,China,22.1667,113.55,28 January 2020,7,0,0
Ningxia,China,37.2692,106.1655,28 January 2020,11,0,0
Qinghai,China,35.7452,95.9956,28 January 2020,6,0,0
Shaanxi,China,35.1917,108.8701,28 January 2020,46,0,0
Shandong,China,36.3427,118.1498,28 January 2020,95,0,0
Shanghai,China,31.202,121.4491,28 January 2020,66,1,4
Shanxi,China,37.5777,112.2922,28 January 2020,27,0,0
Sichuan,China,30.6171,102.7103,28 January 2020,90,0,0
Tianjin,China,39.3054,117.323,28 January 2020,24,0,0
Tibet,China,31.6927,88.0924,28 January 2020,0,0,0
Xinjiang,China,41.1129,85.2401,28 January 2020,10,0,0
Yunnan,China,24.974,101.487,28 January 2020,44,0,0
Zhejiang,China,29.1832,120.0934,28 January 2020,173,0,3
,Colombia,4.5709,-74.2973,28 January 2020,0,0,0
,Congo (Brazzaville),-4.0383,21.7587,28 January 2020,0,0,0
,Congo (Kinshasa),-4.0383,21.7587,28 January 2020,0,0,0
,Costa Rica,9.7489,-83.7534,28 January 2020,0,0,0
,Cote d'Ivoire,7.54,-5.5471,28 January 2020,0,0,0
,Croatia,45.1,15.2,28 January 2020,0,0,0
,Diamond Princess,0,0,28 January 2020,0,0,0
,Cuba,22,-80,28 January 2020,0,0,0
,Cyprus,35.1264,33.4299,28 January 2020,0,0,0
,Czechia,49.8175,15.473,28 January 2020,0,0,0
Faroe Islands,Denmark,61.8926,-6.9118,28 January 2020,0,0,0
Greenland,Denmark,71.7069,-42.6043,28 January 2020,0,0,0
,Denmark,56.2639,9.5018,28 January 2020,0,0,0
,Djibouti,11.8251,42.5903,28 January 2020,0,0,0
,Dominican Republic,18.7357,-70.1627,28 January 2020,0,0,0
,Ecuador,-1.8312,-78.1834,28 January 2020,0,0,0
,Egypt,26,30,28 January 2020,0,0,0
,El Salvador,13.7942,-88.8965,28 January 2020,0,0,0
,Equatorial Guinea,1.5,10,28 January 2020,0,0,0
,Eritrea,15.1794,39.7823,28 January 2020,0,0,0
,Estonia,58.5953,25.0136,28 January 2020,0,0,0
,Eswatini,-26.5225,31.4659,28 January 2020,0,0,0
,Ethiopia,9.145,40.4897,28 January 2020,0,0,0
,Fiji,-17.7134,178.065,28 January 2020,0,0,0
,Finland,64,26,28 January 2020,0,0,0
French Guiana,France,3.9339,-53.1258,28 January 2020,0,0,0
French Polynesia,France,-17.6797,149.4068,28 January 2020,0,0,0
Guadeloupe,France,16.25,-61.5833,28 January 2020,0,0,0
Mayotte,France,-12.8275,45.1662,28 January 2020,0,0,0
New Caledonia,France,-20.9043,165.618,28 January 2020,0,0,0
Reunion,France,-21.1351,55.2471,28 January 2020,0,0,0
Saint Barthelemy,France,17.9,-62.8333,28 January 2020,0,0,0
St Martin,France,18.0708,-63.0501,28 January 2020,0,0,0
Martinique,France,14.6415,-61.0242,28 January 2020,0,0,0
,France,46.2276,2.2137,28 January 2020,4,0,0
,Gabon,-0.8037,11.6094,28 January 2020,0,0,0
,Gambia,13.4432,-15.3101,28 January 2020,0,0,0
,Georgia,42.3154,43.3569,28 January 2020,0,0,0
,Germany,51,9,28 January 2020,4,0,0
,Ghana,7.9465,-1.0232,28 January 2020,0,0,0
,Greece,39.0742,21.8243,28 January 2020,0,0,0
,Guatemala,15.7835,-90.2308,28 January 2020,0,0,0
,Guinea,9.9456,-9.6966,28 January 2020,0,0,0
,Guyana,5,-58.75,28 January 2020,0,0,0
,Haiti,18.9712,-72.2852,28 January 2020,0,0,0
,Holy See,41.9029,12.4534,28 January 2020,0,0,0
,Honduras,15.2,-86.2419,28 January 2020,0,0,0
,Hungary,47.1625,19.5033,28 January 2020,0,0,0
,Iceland,64.9631,-19.0208,28 January 2020,0,0,0
,India,21,78,28 January 2020,0,0,0
,Indonesia,-0.7893,113.9213,28 January 2020,0,0,0
,Iran,32,53,28 January 2020,0,0,0
,Iraq,33,44,28 January 2020,0,0,0
,Ireland,53.1424,-7.6921,28 January 2020,0,0,0
,Israel,31,35,28 January 2020,0,0,0
,Italy,43,12,28 January 2020,0,0,0
,Jamaica,18.1096,-77.2975,28 January 2020,0,0,0
,Japan,36,138,28 January 2020,7,0,1
,Jordan,31.24,36.51,28 January 2020,0,0,0
,Kazakhstan,48.0196,66.9237,28 January 2020,0,0,0
,Kenya,-0.0236,37.9062,28 January 2020,0,0,0
,South Korea,36,128,28 January 2020,4,0,0
,Kuwait,29.5,47.75,28 January 2020,0,0,0
,Kyrgyzstan,41.2044,74.7661,28 January 2020,0,0,0
,Latvia,56.8796,24.6032,28 January 2020,0,0,0
,Lebanon,33.8547,35.8623,28 January 2020,0,0,0
,Liberia,6.4281,-9.4295,28 January 2020,0,0,0
,Liechtenstein,47.14,9.55,28 January 2020,0,0,0
,Lithuania,55.1694,23.8813,28 January 2020,0,0,0
,Luxembourg,49.8153,6.1296,28 January 2020,0,0,0
,Madagascar,-18.7669,46.8691,28 January 2020,0,0,0
,Malaysia,2.5,112.5,28 January 2020,4,0,0
,Maldives,3.2028,73.2207,28 January 2020,0,0,0
,Malta,35.9375,14.3754,28 January 2020,0,0,0
,Mauritania,21.0079,10.9408,28 January 2020,0,0,0
,Mauritius,-20.2,57.5,28 January 2020,0,0,0
,Mexico,23.6345,-102.5528,28 January 2020,0,0,0
,Moldova,47.4116,28.3699,28 January 2020,0,0,0
,Monaco,43.7333,7.4167,28 January 2020,0,0,0
,Mongolia,46.8625,103.8467,28 January 2020,0,0,0
,Montenegro,42.5,19.3,28 January 2020,0,0,0
,Morocco,31.7917,-7.0926,28 January 2020,0,0,0
,Namibia,-22.9576,18.4904,28 January 2020,0,0,0
,Nepal,28.1667,84.25,28 January 2020,1,0,0
Aruba,Netherlands,12.5186,-70.0358,28 January 2020,0,0,0
Curacao,Netherlands,12.1696,-68.99,28 January 2020,0,0,0
Sint Maarten,Netherlands,18.0425,-63.0548,28 January 2020,0,0,0
,Netherlands,52.1326,5.2913,28 January 2020,0,0,0
,New Zealand,-40.9006,174.886,28 January 2020,0,0,0
,Nicaragua,12.8654,-85.2072,28 January 2020,0,0,0
,Niger,17.6078,8.0817,28 January 2020,0,0,0
,Nigeria,9.082,8.6753,28 January 2020,0,0,0
,North Macedonia,41.6086,21.7453,28 January 2020,0,0,0
,Norway,60.472,8.4689,28 January 2020,0,0,0
,Oman,21,57,28 January 2020,0,0,0
,Pakistan,30.3753,69.3451,28 January 2020,0,0,0
,Panama,8.538,-80.7821,28 January 2020,0,0,0
,Papua New Guinea,-6.315,143.9555,28 January 2020,0,0,0
,Paraguay,-23.4425,-58.4438,28 January 2020,0,0,0
,Peru,-9.19,-75.0152,28 January 2020,0,0,0
,Philippines,13,122,28 January 2020,0,0,0
,Poland,51.9194,19.1451,28 January 2020,0,0,0
,Portugal,39.3999,-8.2245,28 January 2020,0,0,0
,Qatar,25.3548,51.1839,28 January 2020,0,0,0
,Romania,45.9432,24.9668,28 January 2020,0,0,0
,Russia,60,90,28 January 2020,0,0,0
,Rwanda,-1.9403,29.8739,28 January 2020,0,0,0
,Saint Lucia,13.9094,-60.9789,28 January 2020,0,0,0
,Saint Vincent and the Grenadines,12.9843,-61.2872,28 January 2020,0,0,0
,San Marino,43.9424,12.4578,28 January 2020,0,0,0
,Saudi Arabia,24,45,28 January 2020,0,0,0
,Senegal,14.4974,-14.4524,28 January 2020,0,0,0
,Serbia,44.0165,21.0059,28 January 2020,0,0,0
,Seychelles,-4.6796,55.492,28 January 2020,0,0,0
,Singapore,1.2833,103.8333,28 January 2020,7,0,0
,Slovakia,48.669,19.699,28 January 2020,0,0,0
,Slovenia,46.1512,14.9955,28 January 2020,0,0,0
,Somalia,5.1521,46.1996,28 January 2020,0,0,0
,South Africa,-30.5595,22.9375,28 January 2020,0,0,0
,Spain,40,-4,28 January 2020,0,0,0
,Sri Lanka,7,81,28 January 2020,1,0,0
,Sudan,12.8628,30.2176,28 January 2020,0,0,0
,Suriname,3.9193,-56.0278,28 January 2020,0,0,0
,Sweden,63,16,28 January 2020,0,0,0
,Switzerland,46.8182,8.2275,28 January 2020,0,0,0
,Taiwan*,23.7,121,28 January 2020,8,0,0
,Tanzania,-6.369,34.8888,28 January 2020,0,0,0
,Thailand,15,101,28 January 2020,14,0,5
,Togo,8.6195,0.8248,28 January 2020,0,0,0
,Trinidad and Tobago,10.6918,-61.2225,28 January 2020,0,0,0
,Tunisia,34,9,28 January 2020,0,0,0
,Turkey,38.9637,35.2433,28 January 2020,0,0,0
,Uganda,1,32,28 January 2020,0,0,0
,Ukraine,48.3794,31.1656,28 January 2020,0,0,0
,United Arab Emirates,24,54,28 January 2020,0,0,0
Bermuda,United Kingdom,32.3078,-64.7505,28 January 2020,0,0,0
Cayman Islands,United Kingdom,19.3133,-81.2546,28 January 2020,0,0,0
Channel Islands,United Kingdom,49.3723,-2.3644,28 January 2020,0,0,0
Gibraltar,United Kingdom,36.1408,-5.3536,28 January 2020,0,0,0
Isle of Man,United Kingdom,54.2361,-4.5481,28 January 2020,0,0,0
Montserrat,United Kingdom,16.7425,-62.1874,28 January 2020,0,0,0
,United Kingdom,55.3781,-3.436,28 January 2020,0,0,0
,Uruguay,-32.5228,-55.7658,28 January 2020,0,0,0
,US,37.0902,-95.7129,28 January 2020,5,0,0
,Uzbekistan,41.3775,64.5853,28 January 2020,0,0,0
,Venezuela,6.4238,-66.5897,28 January 2020,0,0,0
,Vietnam,16,108,28 January 2020,2,0,0
,Zambia,-15.4167,28.2833,28 January 2020,0,0,0
,Zimbabwe,-20,30,28 January 2020,0,0,0
Diamond Princess,Canada,0,0,28 January 2020,0,0,0
,Dominica,15.415,-61.371,28 January 2020,0,0,0
,Grenada,12.1165,-61.679,28 January 2020,0,0,0
,Mozambique,-18.665695,35.529562,28 January 2020,0,0,0
,Syria,34.802075,38.996815,28 January 2020,0,0,0
,Timor-Leste,-8.874217,125.727539,28 January 2020,0,0,0
,Belize,13.1939,-59.5432,28 January 2020,0,0,0
,Laos,19.85627,102.495496,28 January 2020,0,0,0
,Libya,26.3351,17.228331,28 January 2020,0,0,0
,West Bank and Gaza,31.9522,35.2332,28 January 2020,0,0,0
,Guinea-Bissau,11.8037,-15.1804,28 January 2020,0,0,0
,Mali,17.570692,-3.996166,28 January 2020,0,0,0
,Saint Kitts and Nevis,17.357822,-62.782998,28 January 2020,0,0,0
Northwest Territories,Canada,64.8255,-124.8457,28 January 2020,0,0,0
Yukon,Canada,64.2823,-135,28 January 2020,0,0,0
,Kosovo,42.602636,20.902977,28 January 2020,0,0,0
,Burma,21.9162,95.956,28 January 2020,0,0,0
Anguilla,United Kingdom,18.2206,-63.0686,28 January 2020,0,0,0
British Virgin Islands,United Kingdom,18.4207,-64.64,28 January 2020,0,0,0
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,28 January 2020,0,0,0
,MS Zaandam,0,0,28 January 2020,0,0,0
,Botswana,-22.3285,24.6849,28 January 2020,0,0,0
,Burundi,-3.3731,29.9189,28 January 2020,0,0,0
,Sierra Leone,8.460555,-11.779889,28 January 2020,0,0,0
,Malawi,-13.254308,34.301525,28 January 2020,0,0,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,28 January 2020,0,0,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,28 January 2020,0,0,0
,South Sudan,6.877,31.307,28 January 2020,0,0,0
,Western Sahara,24.2155,-12.8858,28 January 2020,0,0,0
,Sao Tome and Principe,0.18636,6.613081,28 January 2020,0,0,0
,Yemen,15.552727,48.516388,28 January 2020,0,0,0
,Comoros,-11.6455,43.3333,28 January 2020,0,0,0
,Tajikistan,38.861034,71.276093,28 January 2020,0,0,0
,Lesotho,-29.609988,28.233608,28 January 2020,0,0,0
,Afghanistan,33,65,29 January 2020,0,0,0
,Albania,41.1533,20.1683,29 January 2020,0,0,0
,Algeria,28.0339,1.6596,29 January 2020,0,0,0
,Andorra,42.5063,1.5218,29 January 2020,0,0,0
,Angola,-11.2027,17.8739,29 January 2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,29 January 2020,0,0,0
,Argentina,-38.4161,-63.6167,29 January 2020,0,0,0
,Armenia,40.0691,45.0382,29 January 2020,0,0,0
Australian Capital Territory,Australia,-35.4735,149.0124,29 January 2020,0,0,0
New South Wales,Australia,-33.8688,151.2093,29 January 2020,4,0,0
Northern Territory,Australia,-12.4634,130.8456,29 January 2020,0,0,0
Queensland,Australia,-28.0167,153.4,29 January 2020,1,0,0
South Australia,Australia,-34.9285,138.6007,29 January 2020,0,0,0
Tasmania,Australia,-41.4545,145.9707,29 January 2020,0,0,0
Victoria,Australia,-37.8136,144.9631,29 January 2020,1,0,0
Western Australia,Australia,-31.9505,115.8605,29 January 2020,0,0,0
,Austria,47.5162,14.5501,29 January 2020,0,0,0
,Azerbaijan,40.1431,47.5769,29 January 2020,0,0,0
,Bahamas,25.0343,-77.3963,29 January 2020,0,0,0
,Bahrain,26.0275,50.55,29 January 2020,0,0,0
,Bangladesh,23.685,90.3563,29 January 2020,0,0,0
,Barbados,13.1939,-59.5432,29 January 2020,0,0,0
,Belarus,53.7098,27.9534,29 January 2020,0,0,0
,Belgium,50.8333,4,29 January 2020,0,0,0
,Benin,9.3077,2.3158,29 January 2020,0,0,0
,Bhutan,27.5142,90.4336,29 January 2020,0,0,0
,Bolivia,-16.2902,-63.5887,29 January 2020,0,0,0
,Bosnia and Herzegovina,43.9159,17.6791,29 January 2020,0,0,0
,Brazil,-14.235,-51.9253,29 January 2020,0,0,0
,Brunei,4.5353,114.7277,29 January 2020,0,0,0
,Bulgaria,42.7339,25.4858,29 January 2020,0,0,0
,Burkina Faso,12.2383,-1.5616,29 January 2020,0,0,0
,Cabo Verde,16.5388,-23.0418,29 January 2020,0,0,0
,Cambodia,11.55,104.9167,29 January 2020,1,0,0
,Cameroon,3.848,11.5021,29 January 2020,0,0,0
Alberta,Canada,53.9333,-116.5765,29 January 2020,0,0,0
British Columbia,Canada,49.2827,-123.1207,29 January 2020,1,0,0
Grand Princess,Canada,37.6489,-122.6655,29 January 2020,0,0,0
Manitoba,Canada,53.7609,-98.8139,29 January 2020,0,0,0
New Brunswick,Canada,46.5653,-66.4619,29 January 2020,0,0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,29 January 2020,0,0,0
Nova Scotia,Canada,44.682,-63.7443,29 January 2020,0,0,0
Ontario,Canada,51.2538,-85.3232,29 January 2020,1,0,0
Prince Edward Island,Canada,46.5107,-63.4168,29 January 2020,0,0,0
Quebec,Canada,52.9399,-73.5491,29 January 2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,29 January 2020,0,0,0
,Central African Republic,6.6111,20.9394,29 January 2020,0,0,0
,Chad,15.4542,18.7322,29 January 2020,0,0,0
,Chile,-35.6751,-71.543,29 January 2020,0,0,0
Anhui,China,31.8257,117.2264,29 January 2020,152,0,2
Beijing,China,40.1824,116.4142,29 January 2020,111,1,4
Chongqing,China,30.0572,107.874,29 January 2020,147,0,1
Fujian,China,26.0789,117.9874,29 January 2020,84,0,0
Gansu,China,37.8099,101.0583,29 January 2020,24,0,0
Guangdong,China,23.3417,113.4244,29 January 2020,277,0,5
Guangxi,China,23.8298,108.7881,29 January 2020,58,0,2
Guizhou,China,26.8154,106.8748,29 January 2020,9,0,1
Hainan,China,19.1959,109.7453,29 January 2020,43,1,0
Hebei,China,39.549,116.1306,29 January 2020,48,1,0
Heilongjiang,China,47.862,127.7615,29 January 2020,38,1,0
Henan,China,33.882,113.614,29 January 2020,206,2,1
Hong Kong,China,22.3,114.2,29 January 2020,10,0,0
Hubei,China,30.9756,112.2707,29 January 2020,3554,125,88
Hunan,China,27.6104,111.7088,29 January 2020,221,0,0
Inner Mongolia,China,44.0935,113.9448,29 January 2020,16,0,0
Jiangsu,China,32.9711,119.455,29 January 2020,99,0,1
Jiangxi,China,27.614,115.7221,29 January 2020,109,0,3
Jilin,China,43.6661,126.1923,29 January 2020,9,0,0
Liaoning,China,41.2956,122.6085,29 January 2020,39,0,1
Macau,China,22.1667,113.55,29 January 2020,7,0,0
Ningxia,China,37.2692,106.1655,29 January 2020,12,0,0
Qinghai,China,35.7452,95.9956,29 January 2020,6,0,0
Shaanxi,China,35.1917,108.8701,29 January 2020,56,0,0
Shandong,China,36.3427,118.1498,29 January 2020,130,0,1
Shanghai,China,31.202,121.4491,29 January 2020,96,1,5
Shanxi,China,37.5777,112.2922,29 January 2020,27,0,1
Sichuan,China,30.6171,102.7103,29 January 2020,108,1,1
Tianjin,China,39.3054,117.323,29 January 2020,27,0,0
Tibet,China,31.6927,88.0924,29 January 2020,0,0,0
Xinjiang,China,41.1129,85.2401,29 January 2020,13,0,0
Yunnan,China,24.974,101.487,29 January 2020,55,0,0
Zhejiang,China,29.1832,120.0934,29 January 2020,296,0,3
,Colombia,4.5709,-74.2973,29 January 2020,0,0,0
,Congo (Brazzaville),-4.0383,21.7587,29 January 2020,0,0,0
,Congo (Kinshasa),-4.0383,21.7587,29 January 2020,0,0,0
,Costa Rica,9.7489,-83.7534,29 January 2020,0,0,0
,Cote d'Ivoire,7.54,-5.5471,29 January 2020,0,0,0
,Croatia,45.1,15.2,29 January 2020,0,0,0
,Diamond Princess,0,0,29 January 2020,0,0,0
,Cuba,22,-80,29 January 2020,0,0,0
,Cyprus,35.1264,33.4299,29 January 2020,0,0,0
,Czechia,49.8175,15.473,29 January 2020,0,0,0
Faroe Islands,Denmark,61.8926,-6.9118,29 January 2020,0,0,0
Greenland,Denmark,71.7069,-42.6043,29 January 2020,0,0,0
,Denmark,56.2639,9.5018,29 January 2020,0,0,0
,Djibouti,11.8251,42.5903,29 January 2020,0,0,0
,Dominican Republic,18.7357,-70.1627,29 January 2020,0,0,0
,Ecuador,-1.8312,-78.1834,29 January 2020,0,0,0
,Egypt,26,30,29 January 2020,0,0,0
,El Salvador,13.7942,-88.8965,29 January 2020,0,0,0
,Equatorial Guinea,1.5,10,29 January 2020,0,0,0
,Eritrea,15.1794,39.7823,29 January 2020,0,0,0
,Estonia,58.5953,25.0136,29 January 2020,0,0,0
,Eswatini,-26.5225,31.4659,29 January 2020,0,0,0
,Ethiopia,9.145,40.4897,29 January 2020,0,0,0
,Fiji,-17.7134,178.065,29 January 2020,0,0,0
,Finland,64,26,29 January 2020,1,0,0
French Guiana,France,3.9339,-53.1258,29 January 2020,0,0,0
French Polynesia,France,-17.6797,149.4068,29 January 2020,0,0,0
Guadeloupe,France,16.25,-61.5833,29 January 2020,0,0,0
Mayotte,France,-12.8275,45.1662,29 January 2020,0,0,0
New Caledonia,France,-20.9043,165.618,29 January 2020,0,0,0
Reunion,France,-21.1351,55.2471,29 January 2020,0,0,0
Saint Barthelemy,France,17.9,-62.8333,29 January 2020,0,0,0
St Martin,France,18.0708,-63.0501,29 January 2020,0,0,0
Martinique,France,14.6415,-61.0242,29 January 2020,0,0,0
,France,46.2276,2.2137,29 January 2020,5,0,0
,Gabon,-0.8037,11.6094,29 January 2020,0,0,0
,Gambia,13.4432,-15.3101,29 January 2020,0,0,0
,Georgia,42.3154,43.3569,29 January 2020,0,0,0
,Germany,51,9,29 January 2020,4,0,0
,Ghana,7.9465,-1.0232,29 January 2020,0,0,0
,Greece,39.0742,21.8243,29 January 2020,0,0,0
,Guatemala,15.7835,-90.2308,29 January 2020,0,0,0
,Guinea,9.9456,-9.6966,29 January 2020,0,0,0
,Guyana,5,-58.75,29 January 2020,0,0,0
,Haiti,18.9712,-72.2852,29 January 2020,0,0,0
,Holy See,41.9029,12.4534,29 January 2020,0,0,0
,Honduras,15.2,-86.2419,29 January 2020,0,0,0
,Hungary,47.1625,19.5033,29 January 2020,0,0,0
,Iceland,64.9631,-19.0208,29 January 2020,0,0,0
,India,21,78,29 January 2020,0,0,0
,Indonesia,-0.7893,113.9213,29 January 2020,0,0,0
,Iran,32,53,29 January 2020,0,0,0
,Iraq,33,44,29 January 2020,0,0,0
,Ireland,53.1424,-7.6921,29 January 2020,0,0,0
,Israel,31,35,29 January 2020,0,0,0
,Italy,43,12,29 January 2020,0,0,0
,Jamaica,18.1096,-77.2975,29 January 2020,0,0,0
,Japan,36,138,29 January 2020,7,0,1
,Jordan,31.24,36.51,29 January 2020,0,0,0
,Kazakhstan,48.0196,66.9237,29 January 2020,0,0,0
,Kenya,-0.0236,37.9062,29 January 2020,0,0,0
,South Korea,36,128,29 January 2020,4,0,0
,Kuwait,29.5,47.75,29 January 2020,0,0,0
,Kyrgyzstan,41.2044,74.7661,29 January 2020,0,0,0
,Latvia,56.8796,24.6032,29 January 2020,0,0,0
,Lebanon,33.8547,35.8623,29 January 2020,0,0,0
,Liberia,6.4281,-9.4295,29 January 2020,0,0,0
,Liechtenstein,47.14,9.55,29 January 2020,0,0,0
,Lithuania,55.1694,23.8813,29 January 2020,0,0,0
,Luxembourg,49.8153,6.1296,29 January 2020,0,0,0
,Madagascar,-18.7669,46.8691,29 January 2020,0,0,0
,Malaysia,2.5,112.5,29 January 2020,7,0,0
,Maldives,3.2028,73.2207,29 January 2020,0,0,0
,Malta,35.9375,14.3754,29 January 2020,0,0,0
,Mauritania,21.0079,10.9408,29 January 2020,0,0,0
,Mauritius,-20.2,57.5,29 January 2020,0,0,0
,Mexico,23.6345,-102.5528,29 January 2020,0,0,0
,Moldova,47.4116,28.3699,29 January 2020,0,0,0
,Monaco,43.7333,7.4167,29 January 2020,0,0,0
,Mongolia,46.8625,103.8467,29 January 2020,0,0,0
,Montenegro,42.5,19.3,29 January 2020,0,0,0
,Morocco,31.7917,-7.0926,29 January 2020,0,0,0
,Namibia,-22.9576,18.4904,29 January 2020,0,0,0
,Nepal,28.1667,84.25,29 January 2020,1,0,0
Aruba,Netherlands,12.5186,-70.0358,29 January 2020,0,0,0
Curacao,Netherlands,12.1696,-68.99,29 January 2020,0,0,0
Sint Maarten,Netherlands,18.0425,-63.0548,29 January 2020,0,0,0
,Netherlands,52.1326,5.2913,29 January 2020,0,0,0
,New Zealand,-40.9006,174.886,29 January 2020,0,0,0
,Nicaragua,12.8654,-85.2072,29 January 2020,0,0,0
,Niger,17.6078,8.0817,29 January 2020,0,0,0
,Nigeria,9.082,8.6753,29 January 2020,0,0,0
,North Macedonia,41.6086,21.7453,29 January 2020,0,0,0
,Norway,60.472,8.4689,29 January 2020,0,0,0
,Oman,21,57,29 January 2020,0,0,0
,Pakistan,30.3753,69.3451,29 January 2020,0,0,0
,Panama,8.538,-80.7821,29 January 2020,0,0,0
,Papua New Guinea,-6.315,143.9555,29 January 2020,0,0,0
,Paraguay,-23.4425,-58.4438,29 January 2020,0,0,0
,Peru,-9.19,-75.0152,29 January 2020,0,0,0
,Philippines,13,122,29 January 2020,0,0,0
,Poland,51.9194,19.1451,29 January 2020,0,0,0
,Portugal,39.3999,-8.2245,29 January 2020,0,0,0
,Qatar,25.3548,51.1839,29 January 2020,0,0,0
,Romania,45.9432,24.9668,29 January 2020,0,0,0
,Russia,60,90,29 January 2020,0,0,0
,Rwanda,-1.9403,29.8739,29 January 2020,0,0,0
,Saint Lucia,13.9094,-60.9789,29 January 2020,0,0,0
,Saint Vincent and the Grenadines,12.9843,-61.2872,29 January 2020,0,0,0
,San Marino,43.9424,12.4578,29 January 2020,0,0,0
,Saudi Arabia,24,45,29 January 2020,0,0,0
,Senegal,14.4974,-14.4524,29 January 2020,0,0,0
,Serbia,44.0165,21.0059,29 January 2020,0,0,0
