Province,Country,Latitude,Longitude,Date,Confirmed,Deaths,Recovered
,Rwanda,-1.9403,29.8739,24 March 2020,40,0,0
,Saint Lucia,13.9094,-60.9789,24 March 2020,3,0,0
,Saint Vincent and the Grenadines,12.9843,-61.2872,24 March 2020,1,0,0
,San Marino,43.9424,12.4578,24 March 2020,187,21,4
,Saudi Arabia,24,45,24 March 2020,767,1,28
,Senegal,14.4974,-14.4524,24 March 2020,86,0,8
,Serbia,44.0165,21.0059,24 March 2020,303,3,15
,Seychelles,-4.6796,55.492,24 March 2020,7,0,0
,Singapore,1.2833,103.8333,24 March 2020,558,2,156
,Slovakia,48.669,19.699,24 March 2020,204,0,7
,Slovenia,46.1512,14.9955,24 March 2020,480,4,0
,Somalia,5.1521,46.1996,24 March 2020,1,0,0
,South Africa,-30.5595,22.9375,24 March 2020,554,0,4
,Spain,40,-4,24 March 2020,39885,2808,3794
,Sri Lanka,7,81,24 March 2020,102,0,2
,Sudan,12.8628,30.2176,24 March 2020,3,1,0
,Suriname,3.9193,-56.0278,24 March 2020,7,0,0
,Sweden,63,16,24 March 2020,2286,36,16
,Switzerland,46.8182,8.2275,24 March 2020,9877,122,131
,Taiwan*,23.7,121,24 March 2020,215,2,29
,Tanzania,-6.369,34.8888,24 March 2020,12,0,0
,Thailand,15,101,24 March 2020,827,4,52
,Togo,8.6195,0.8248,24 March 2020,20,0,1
,Trinidad and Tobago,10.6918,-61.2225,24 March 2020,57,0,0
,Tunisia,34,9,24 March 2020,114,4,1
,Turkey,38.9637,35.2433,24 March 2020,1872,44,0
,Uganda,1,32,24 March 2020,9,0,0
,Ukraine,48.3794,31.1656,24 March 2020,97,3,1
,United Arab Emirates,24,54,24 March 2020,248,2,45
Bermuda,United Kingdom,32.3078,-64.7505,24 March 2020,6,0,0
Cayman Islands,United Kingdom,19.3133,-81.2546,24 March 2020,6,1,0
Channel Islands,United Kingdom,49.3723,-2.3644,24 March 2020,36,0,0
Gibraltar,United Kingdom,36.1408,-5.3536,24 March 2020,15,0,5
Isle of Man,United Kingdom,54.2361,-4.5481,24 March 2020,23,0,0
Montserrat,United Kingdom,16.7425,-62.1874,24 March 2020,1,0,0
,United Kingdom,55.3781,-3.436,24 March 2020,8077,508,135
,Uruguay,-32.5228,-55.7658,24 March 2020,189,0,0
,US,37.0902,-95.7129,24 March 2020,53736,1008,348
,Uzbekistan,41.3775,64.5853,24 March 2020,50,0,0
,Venezuela,6.4238,-66.5897,24 March 2020,84,0,15
,Vietnam,16,108,24 March 2020,134,0,17
,Zambia,-15.4167,28.2833,24 March 2020,3,0,0
,Zimbabwe,-20,30,24 March 2020,3,1,0
Diamond Princess,Canada,0,0,24 March 2020,0,1,0
,Dominica,15.415,-61.371,24 March 2020,2,0,0
,Grenada,12.1165,-61.679,24 March 2020,1,0,0
,Mozambique,-18.665695,35.529562,24 March 2020,3,0,0
,Syria,34.802075,38.996815,24 March 2020,1,0,0
,Timor-Leste,-8.874217,125.727539,24 March 2020,1,0,0
,Belize,13.1939,-59.5432,24 March 2020,1,0,0
,Laos,19.85627,102.495496,24 March 2020,2,0,0
,Libya,26.3351,17.228331,24 March 2020,1,0,0
,West Bank and Gaza,31.9522,35.2332,24 March 2020,59,0,17
,Guinea-Bissau,11.8037,-15.1804,24 March 2020,0,0,0
,Mali,17.570692,-3.996166,24 March 2020,0,0,0
,Saint Kitts and Nevis,17.357822,-62.782998,24 March 2020,0,0,0
Northwest Territories,Canada,64.8255,-124.8457,24 March 2020,0,0,0
Yukon,Canada,64.2823,-135,24 March 2020,0,0,0
,Kosovo,42.602636,20.902977,24 March 2020,0,0,0
,Burma,21.9162,95.956,24 March 2020,0,0,0
Anguilla,United Kingdom,18.2206,-63.0686,24 March 2020,0,0,0
British Virgin Islands,United Kingdom,18.4207,-64.64,24 March 2020,0,0,0
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,24 March 2020,0,0,0
,MS Zaandam,0,0,24 March 2020,0,0,0
,Botswana,-22.3285,24.6849,24 March 2020,0,0,0
,Burundi,-3.3731,29.9189,24 March 2020,0,0,0
,Sierra Leone,8.460555,-11.779889,24 March 2020,0,0,0
,Malawi,-13.254308,34.301525,24 March 2020,0,0,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,24 March 2020,0,0,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,24 March 2020,0,0,0
,South Sudan,6.877,31.307,24 March 2020,0,0,0
,Western Sahara,24.2155,-12.8858,24 March 2020,0,0,0
,Sao Tome and Principe,0.18636,6.613081,24 March 2020,0,0,0
,Yemen,15.552727,48.516388,24 March 2020,0,0,0
,Comoros,-11.6455,43.3333,24 March 2020,0,0,0
,Tajikistan,38.861034,71.276093,24 March 2020,0,0,0
,Lesotho,-29.609988,28.233608,24 March 2020,0,0,0
,Afghanistan,33,65,25 March 2020,84,2,2
,Albania,41.1533,20.1683,25 March 2020,146,5,17
,Algeria,28.0339,1.6596,25 March 2020,302,21,65
,Andorra,42.5063,1.5218,25 March 2020,188,1,1
,Angola,-11.2027,17.8739,25 March 2020,3,0,0
,Antigua and Barbuda,17.0608,-61.7964,25 March 2020,3,0,0
,Argentina,-38.4161,-63.6167,25 March 2020,387,8,52
,Armenia,40.0691,45.0382,25 March 2020,265,0,16
Australian Capital Territory,Australia,-35.4735,149.0124,25 March 2020,39,0,0
New South Wales,Australia,-33.8688,151.2093,25 March 2020,1029,7,4
Northern Territory,Australia,-12.4634,130.8456,25 March 2020,6,0,0
Queensland,Australia,-28.0167,153.4,25 March 2020,443,0,8
South Australia,Australia,-34.9285,138.6007,25 March 2020,170,0,6
Tasmania,Australia,-41.4545,145.9707,25 March 2020,36,0,3
Victoria,Australia,-37.8136,144.9631,25 March 2020,466,0,97
Western Australia,Australia,-31.9505,115.8605,25 March 2020,175,1,1
,Austria,47.5162,14.5501,25 March 2020,5588,30,9
,Azerbaijan,40.1431,47.5769,25 March 2020,93,2,10
,Bahamas,25.0343,-77.3963,25 March 2020,5,0,1
,Bahrain,26.0275,50.55,25 March 2020,419,4,177
,Bangladesh,23.685,90.3563,25 March 2020,39,5,7
,Barbados,13.1939,-59.5432,25 March 2020,18,0,0
,Belarus,53.7098,27.9534,25 March 2020,86,0,29
,Belgium,50.8333,4,25 March 2020,4937,178,547
,Benin,9.3077,2.3158,25 March 2020,6,0,0
,Bhutan,27.5142,90.4336,25 March 2020,2,0,0
,Bolivia,-16.2902,-63.5887,25 March 2020,32,0,0
,Bosnia and Herzegovina,43.9159,17.6791,25 March 2020,176,3,2
,Brazil,-14.235,-51.9253,25 March 2020,2554,59,2
,Brunei,4.5353,114.7277,25 March 2020,109,0,2
,Bulgaria,42.7339,25.4858,25 March 2020,242,3,4
,Burkina Faso,12.2383,-1.5616,25 March 2020,146,4,10
,Cabo Verde,16.5388,-23.0418,25 March 2020,4,1,0
,Cambodia,11.55,104.9167,25 March 2020,96,0,10
,Cameroon,3.848,11.5021,25 March 2020,75,1,2
Alberta,Canada,53.9333,-116.5765,25 March 2020,358,2,0
British Columbia,Canada,49.2827,-123.1207,25 March 2020,617,13,0
Grand Princess,Canada,37.6489,-122.6655,25 March 2020,13,0,0
Manitoba,Canada,53.7609,-98.8139,25 March 2020,35,0,0
New Brunswick,Canada,46.5653,-66.4619,25 March 2020,18,0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,25 March 2020,35,0,0
Nova Scotia,Canada,44.682,-63.7443,25 March 2020,68,0,0
Ontario,Canada,51.2538,-85.3232,25 March 2020,688,8,0
Prince Edward Island,Canada,46.5107,-63.4168,25 March 2020,5,0,0
Quebec,Canada,52.9399,-73.5491,25 March 2020,1342,6,0
Saskatchewan,Canada,52.9399,-106.4509,25 March 2020,72,0,0
,Central African Republic,6.6111,20.9394,25 March 2020,3,0,0
,Chad,15.4542,18.7322,25 March 2020,3,0,0
,Chile,-35.6751,-71.543,25 March 2020,1142,3,22
Anhui,China,31.8257,117.2264,25 March 2020,990,6,984
Beijing,China,40.1824,116.4142,25 March 2020,561,8,403
Chongqing,China,30.0572,107.874,25 March 2020,578,6,570
Fujian,China,26.0789,117.9874,25 March 2020,322,1,295
Gansu,China,37.8099,101.0583,25 March 2020,136,2,119
Guangdong,China,23.3417,113.4244,25 March 2020,1433,8,1336
Guangxi,China,23.8298,108.7881,25 March 2020,254,2,250
Guizhou,China,26.8154,106.8748,25 March 2020,146,2,144
Hainan,China,19.1959,109.7453,25 March 2020,168,6,168
Hebei,China,39.549,116.1306,25 March 2020,319,6,310
Heilongjiang,China,47.862,127.7615,25 March 2020,484,13,468
Henan,China,33.882,113.614,25 March 2020,1274,22,1250
Hong Kong,China,22.3,114.2,25 March 2020,410,4,102
Hubei,China,30.9756,112.2707,25 March 2020,67801,3163,60811
Hunan,China,27.6104,111.7088,25 March 2020,1018,4,1014
Inner Mongolia,China,44.0935,113.9448,25 March 2020,77,1,74
Jiangsu,China,32.9711,119.455,25 March 2020,638,0,631
Jiangxi,China,27.614,115.7221,25 March 2020,936,1,934
Jilin,China,43.6661,126.1923,25 March 2020,94,1,92
Liaoning,China,41.2956,122.6085,25 March 2020,127,2,124
Macau,China,22.1667,113.55,25 March 2020,30,0,10
Ningxia,China,37.2692,106.1655,25 March 2020,75,0,75
Qinghai,China,35.7452,95.9956,25 March 2020,18,0,18
Shaanxi,China,35.1917,108.8701,25 March 2020,250,3,240
Shandong,China,36.3427,118.1498,25 March 2020,769,7,752
Shanghai,China,31.202,121.4491,25 March 2020,433,5,330
Shanxi,China,37.5777,112.2922,25 March 2020,134,0,133
Sichuan,China,30.6171,102.7103,25 March 2020,547,3,536
Tianjin,China,39.3054,117.323,25 March 2020,145,3,133
Tibet,China,31.6927,88.0924,25 March 2020,1,0,1
Xinjiang,China,41.1129,85.2401,25 March 2020,76,3,73
Yunnan,China,24.974,101.487,25 March 2020,176,2,172
Zhejiang,China,29.1832,120.0934,25 March 2020,1241,1,1221
,Colombia,4.5709,-74.2973,25 March 2020,470,4,8
,Congo (Brazzaville),-4.0383,21.7587,25 March 2020,4,0,0
,Congo (Kinshasa),-4.0383,21.7587,25 March 2020,48,2,0
,Costa Rica,9.7489,-83.7534,25 March 2020,201,2,2
,Cote d'Ivoire,7.54,-5.5471,25 March 2020,80,0,3
,Croatia,45.1,15.2,25 March 2020,442,1,22
,Diamond Princess,0,0,25 March 2020,712,10,587
,Cuba,22,-80,25 March 2020,57,1,1
,Cyprus,35.1264,33.4299,25 March 2020,132,3,3
,Czechia,49.8175,15.473,25 March 2020,1654,6,10
Faroe Islands,Denmark,61.8926,-6.9118,25 March 2020,132,0,38
Greenland,Denmark,71.7069,-42.6043,25 March 2020,6,0,2
,Denmark,56.2639,9.5018,25 March 2020,1724,34,1
,Djibouti,11.8251,42.5903,25 March 2020,11,0,0
,Dominican Republic,18.7357,-70.1627,25 March 2020,392,10,3
,Ecuador,-1.8312,-78.1834,25 March 2020,1173,28,3
,Egypt,26,30,25 March 2020,456,21,95
,El Salvador,13.7942,-88.8965,25 March 2020,9,0,0
,Equatorial Guinea,1.5,10,25 March 2020,9,0,0
,Eritrea,15.1794,39.7823,25 March 2020,4,0,0
,Estonia,58.5953,25.0136,25 March 2020,404,1,8
,Eswatini,-26.5225,31.4659,25 March 2020,4,0,0
,Ethiopia,9.145,40.4897,25 March 2020,12,0,0
,Fiji,-17.7134,178.065,25 March 2020,5,0,0
,Finland,64,26,25 March 2020,880,3,10
French Guiana,France,3.9339,-53.1258,25 March 2020,28,0,6
French Polynesia,France,-17.6797,149.4068,25 March 2020,25,0,0
Guadeloupe,France,16.25,-61.5833,25 March 2020,73,1,0
Mayotte,France,-12.8275,45.1662,25 March 2020,36,0,0
New Caledonia,France,-20.9043,165.618,25 March 2020,14,0,0
Reunion,France,-21.1351,55.2471,25 March 2020,111,0,1
Saint Barthelemy,France,17.9,-62.8333,25 March 2020,3,0,0
St Martin,France,18.0708,-63.0501,25 March 2020,11,0,0
Martinique,France,14.6415,-61.0242,25 March 2020,66,1,0
,France,46.2276,2.2137,25 March 2020,25233,1331,3900
,Gabon,-0.8037,11.6094,25 March 2020,6,1,0
,Gambia,13.4432,-15.3101,25 March 2020,3,1,0
,Georgia,42.3154,43.3569,25 March 2020,75,0,10
,Germany,51,9,25 March 2020,37323,206,3547
,Ghana,7.9465,-1.0232,25 March 2020,93,4,0
,Greece,39.0742,21.8243,25 March 2020,821,22,36
,Guatemala,15.7835,-90.2308,25 March 2020,24,1,4
,Guinea,9.9456,-9.6966,25 March 2020,4,0,0
,Guyana,5,-58.75,25 March 2020,5,1,0
,Haiti,18.9712,-72.2852,25 March 2020,8,0,0
,Holy See,41.9029,12.4534,25 March 2020,4,0,0
,Honduras,15.2,-86.2419,25 March 2020,36,0,0
,Hungary,47.1625,19.5033,25 March 2020,226,10,21
,Iceland,64.9631,-19.0208,25 March 2020,737,2,56
,India,21,78,25 March 2020,657,12,43
,Indonesia,-0.7893,113.9213,25 March 2020,790,58,31
,Iran,32,53,25 March 2020,27017,2077,9625
,Iraq,33,44,25 March 2020,346,29,103
,Ireland,53.1424,-7.6921,25 March 2020,1564,9,5
,Israel,31,35,25 March 2020,2369,5,58
,Italy,43,12,25 March 2020,74386,7503,9362
,Jamaica,18.1096,-77.2975,25 March 2020,26,1,2
,Japan,36,138,25 March 2020,1307,45,310
,Jordan,31.24,36.51,25 March 2020,172,0,1
,Kazakhstan,48.0196,66.9237,25 March 2020,81,0,0
,Kenya,-0.0236,37.9062,25 March 2020,28,0,1
,South Korea,36,128,25 March 2020,9137,126,3730
,Kuwait,29.5,47.75,25 March 2020,195,0,43
,Kyrgyzstan,41.2044,74.7661,25 March 2020,44,0,0
,Latvia,56.8796,24.6032,25 March 2020,221,0,1
,Lebanon,33.8547,35.8623,25 March 2020,333,6,20
,Liberia,6.4281,-9.4295,25 March 2020,3,0,0
,Liechtenstein,47.14,9.55,25 March 2020,51,0,0
,Lithuania,55.1694,23.8813,25 March 2020,274,4,1
,Luxembourg,49.8153,6.1296,25 March 2020,1333,8,6
,Madagascar,-18.7669,46.8691,25 March 2020,19,0,0
,Malaysia,2.5,112.5,25 March 2020,1796,20,199
,Maldives,3.2028,73.2207,25 March 2020,13,0,8
,Malta,35.9375,14.3754,25 March 2020,129,0,2
,Mauritania,21.0079,10.9408,25 March 2020,2,0,0
,Mauritius,-20.2,57.5,25 March 2020,48,2,0
,Mexico,23.6345,-102.5528,25 March 2020,475,6,4
,Moldova,47.4116,28.3699,25 March 2020,149,1,2
,Monaco,43.7333,7.4167,25 March 2020,31,0,1
,Mongolia,46.8625,103.8467,25 March 2020,10,0,0
,Montenegro,42.5,19.3,25 March 2020,52,1,0
,Morocco,31.7917,-7.0926,25 March 2020,225,6,7
,Namibia,-22.9576,18.4904,25 March 2020,7,0,2
,Nepal,28.1667,84.25,25 March 2020,3,0,1
Aruba,Netherlands,12.5186,-70.0358,25 March 2020,17,0,1
Curacao,Netherlands,12.1696,-68.99,25 March 2020,6,1,0
Sint Maarten,Netherlands,18.0425,-63.0548,25 March 2020,3,0,0
,Netherlands,52.1326,5.2913,25 March 2020,6412,356,3
,New Zealand,-40.9006,174.886,25 March 2020,205,0,22
,Nicaragua,12.8654,-85.2072,25 March 2020,2,0,0
,Niger,17.6078,8.0817,25 March 2020,7,1,0
,Nigeria,9.082,8.6753,25 March 2020,51,1,2
,North Macedonia,41.6086,21.7453,25 March 2020,177,3,1
,Norway,60.472,8.4689,25 March 2020,3084,14,6
,Oman,21,57,25 March 2020,99,0,17
,Pakistan,30.3753,69.3451,25 March 2020,1063,8,21
,Panama,8.538,-80.7821,25 March 2020,443,8,1
,Papua New Guinea,-6.315,143.9555,25 March 2020,1,0,0
,Paraguay,-23.4425,-58.4438,25 March 2020,37,3,0
,Peru,-9.19,-75.0152,25 March 2020,480,9,1
,Philippines,13,122,25 March 2020,636,38,26
,Poland,51.9194,19.1451,25 March 2020,1051,14,7
,Portugal,39.3999,-8.2245,25 March 2020,2995,43,22
,Qatar,25.3548,51.1839,25 March 2020,537,0,41
,Romania,45.9432,24.9668,25 March 2020,906,17,86
,Russia,60,90,25 March 2020,658,3,29
,Rwanda,-1.9403,29.8739,25 March 2020,41,0,0
,Saint Lucia,13.9094,-60.9789,25 March 2020,3,0,0
,Saint Vincent and the Grenadines,12.9843,-61.2872,25 March 2020,1,0,0
,San Marino,43.9424,12.4578,25 March 2020,208,21,4
,Saudi Arabia,24,45,25 March 2020,900,2,29
,Senegal,14.4974,-14.4524,25 March 2020,99,0,9
,Serbia,44.0165,21.0059,25 March 2020,384,4,15
,Seychelles,-4.6796,55.492,25 March 2020,7,0,0
,Singapore,1.2833,103.8333,25 March 2020,631,2,160
,Slovakia,48.669,19.699,25 March 2020,216,0,7
,Slovenia,46.1512,14.9955,25 March 2020,528,5,10
,Somalia,5.1521,46.1996,25 March 2020,1,0,0
,South Africa,-30.5595,22.9375,25 March 2020,709,0,12
,Spain,40,-4,25 March 2020,49515,3647,5367
,Sri Lanka,7,81,25 March 2020,102,0,3
,Sudan,12.8628,30.2176,25 March 2020,3,1,0
,Suriname,3.9193,-56.0278,25 March 2020,8,0,0
,Sweden,63,16,25 March 2020,2526,62,16
,Switzerland,46.8182,8.2275,25 March 2020,10897,153,131
,Taiwan*,23.7,121,25 March 2020,235,2,29
,Tanzania,-6.369,34.8888,25 March 2020,12,0,0
,Thailand,15,101,25 March 2020,934,4,70
,Togo,8.6195,0.8248,25 March 2020,23,0,1
,Trinidad and Tobago,10.6918,-61.2225,25 March 2020,60,1,0
,Tunisia,34,9,25 March 2020,173,5,2
,Turkey,38.9637,35.2433,25 March 2020,2433,59,26
,Uganda,1,32,25 March 2020,14,0,0
,Ukraine,48.3794,31.1656,25 March 2020,145,5,1
,United Arab Emirates,24,54,25 March 2020,333,2,52
Bermuda,United Kingdom,32.3078,-64.7505,25 March 2020,7,0,0
Cayman Islands,United Kingdom,19.3133,-81.2546,25 March 2020,8,1,0
Channel Islands,United Kingdom,49.3723,-2.3644,25 March 2020,46,0,0
Gibraltar,United Kingdom,36.1408,-5.3536,25 March 2020,26,0,5
Isle of Man,United Kingdom,54.2361,-4.5481,25 March 2020,23,0,0
Montserrat,United Kingdom,16.7425,-62.1874,25 March 2020,1,0,0
,United Kingdom,55.3781,-3.436,25 March 2020,9529,694,135
,Uruguay,-32.5228,-55.7658,25 March 2020,217,0,0
,US,37.0902,-95.7129,25 March 2020,65778,1316,361
,Uzbekistan,41.3775,64.5853,25 March 2020,60,0,0
,Venezuela,6.4238,-66.5897,25 March 2020,91,0,15
,Vietnam,16,108,25 March 2020,141,0,17
,Zambia,-15.4167,28.2833,25 March 2020,12,0,0
,Zimbabwe,-20,30,25 March 2020,3,1,0
Diamond Princess,Canada,0,0,25 March 2020,0,1,0
,Dominica,15.415,-61.371,25 March 2020,7,0,0
,Grenada,12.1165,-61.679,25 March 2020,1,0,0
,Mozambique,-18.665695,35.529562,25 March 2020,5,0,0
,Syria,34.802075,38.996815,25 March 2020,5,0,0
,Timor-Leste,-8.874217,125.727539,25 March 2020,1,0,0
,Belize,13.1939,-59.5432,25 March 2020,2,0,0
,Laos,19.85627,102.495496,25 March 2020,3,0,0
,Libya,26.3351,17.228331,25 March 2020,1,0,0
,West Bank and Gaza,31.9522,35.2332,25 March 2020,59,0,17
,Guinea-Bissau,11.8037,-15.1804,25 March 2020,2,0,0
,Mali,17.570692,-3.996166,25 March 2020,2,0,0
,Saint Kitts and Nevis,17.357822,-62.782998,25 March 2020,2,0,0
Northwest Territories,Canada,64.8255,-124.8457,25 March 2020,0,0,0
Yukon,Canada,64.2823,-135,25 March 2020,0,0,0
,Kosovo,42.602636,20.902977,25 March 2020,0,0,0
,Burma,21.9162,95.956,25 March 2020,0,0,0
Anguilla,United Kingdom,18.2206,-63.0686,25 March 2020,0,0,0
British Virgin Islands,United Kingdom,18.4207,-64.64,25 March 2020,0,0,0
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,25 March 2020,0,0,0
,MS Zaandam,0,0,25 March 2020,0,0,0
,Botswana,-22.3285,24.6849,25 March 2020,0,0,0
,Burundi,-3.3731,29.9189,25 March 2020,0,0,0
,Sierra Leone,8.460555,-11.779889,25 March 2020,0,0,0
,Malawi,-13.254308,34.301525,25 March 2020,0,0,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,25 March 2020,0,0,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,25 March 2020,0,0,0
,South Sudan,6.877,31.307,25 March 2020,0,0,0
,Western Sahara,24.2155,-12.8858,25 March 2020,0,0,0
,Sao Tome and Principe,0.18636,6.613081,25 March 2020,0,0,0
,Yemen,15.552727,48.516388,25 March 2020,0,0,0
,Comoros,-11.6455,43.3333,25 March 2020,0,0,0
,Tajikistan,38.861034,71.276093,25 March 2020,0,0,0
,Lesotho,-29.609988,28.233608,25 March 2020,0,0,0
,Afghanistan,33,65,26 March 2020,94,4,2
,Albania,41.1533,20.1683,26 March 2020,174,6,17
,Algeria,28.0339,1.6596,26 March 2020,367,25,29
,Andorra,42.5063,1.5218,26 March 2020,224,3,1
,Angola,-11.2027,17.8739,26 March 2020,4,0,0
,Antigua and Barbuda,17.0608,-61.7964,26 March 2020,7,0,0
,Argentina,-38.4161,-63.6167,26 March 2020,502,9,63
,Armenia,40.0691,45.0382,26 March 2020,290,1,18
Australian Capital Territory,Australia,-35.4735,149.0124,26 March 2020,53,0,1
New South Wales,Australia,-33.8688,151.2093,26 March 2020,1219,7,4
Northern Territory,Australia,-12.4634,130.8456,26 March 2020,12,0,0
Queensland,Australia,-28.0167,153.4,26 March 2020,493,1,8
South Australia,Australia,-34.9285,138.6007,26 March 2020,235,0,6
Tasmania,Australia,-41.4545,145.9707,26 March 2020,47,0,3
Victoria,Australia,-37.8136,144.9631,26 March 2020,520,3,149
Western Australia,Australia,-31.9505,115.8605,26 March 2020,231,2,1
,Austria,47.5162,14.5501,26 March 2020,6909,49,112
,Azerbaijan,40.1431,47.5769,26 March 2020,122,3,15
,Bahamas,25.0343,-77.3963,26 March 2020,9,0,1
,Bahrain,26.0275,50.55,26 March 2020,458,4,204
,Bangladesh,23.685,90.3563,26 March 2020,44,5,11
,Barbados,13.1939,-59.5432,26 March 2020,18,0,0
,Belarus,53.7098,27.9534,26 March 2020,86,0,29
,Belgium,50.8333,4,26 March 2020,6235,220,675
,Benin,9.3077,2.3158,26 March 2020,6,0,0
,Bhutan,27.5142,90.4336,26 March 2020,2,0,0
,Bolivia,-16.2902,-63.5887,26 March 2020,43,0,0
,Bosnia and Herzegovina,43.9159,17.6791,26 March 2020,191,3,2
,Brazil,-14.235,-51.9253,26 March 2020,2985,77,6
,Brunei,4.5353,114.7277,26 March 2020,114,0,5
,Bulgaria,42.7339,25.4858,26 March 2020,264,3,8
,Burkina Faso,12.2383,-1.5616,26 March 2020,152,7,10
,Cabo Verde,16.5388,-23.0418,26 March 2020,4,1,0
,Cambodia,11.55,104.9167,26 March 2020,96,0,10
,Cameroon,3.848,11.5021,26 March 2020,75,1,2
Alberta,Canada,53.9333,-116.5765,26 March 2020,486,2,0
British Columbia,Canada,49.2827,-123.1207,26 March 2020,725,14,0
Grand Princess,Canada,37.6489,-122.6655,26 March 2020,13,0,0
Manitoba,Canada,53.7609,-98.8139,26 March 2020,36,0,0
New Brunswick,Canada,46.5653,-66.4619,26 March 2020,33,0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,26 March 2020,82,0,0
Nova Scotia,Canada,44.682,-63.7443,26 March 2020,73,0,0
Ontario,Canada,51.2538,-85.3232,26 March 2020,858,13,0
Prince Edward Island,Canada,46.5107,-63.4168,26 March 2020,5,0,0
Quebec,Canada,52.9399,-73.5491,26 March 2020,1632,8,0
Saskatchewan,Canada,52.9399,-106.4509,26 March 2020,95,0,0
,Central African Republic,6.6111,20.9394,26 March 2020,3,0,0
,Chad,15.4542,18.7322,26 March 2020,3,0,0
,Chile,-35.6751,-71.543,26 March 2020,1306,4,22
Anhui,China,31.8257,117.2264,26 March 2020,990,6,984
Beijing,China,40.1824,116.4142,26 March 2020,566,8,406
Chongqing,China,30.0572,107.874,26 March 2020,578,6,570
Fujian,China,26.0789,117.9874,26 March 2020,328,1,295
Gansu,China,37.8099,101.0583,26 March 2020,136,2,121
Guangdong,China,23.3417,113.4244,26 March 2020,1448,8,1336
Guangxi,China,23.8298,108.7881,26 March 2020,254,2,250
Guizhou,China,26.8154,106.8748,26 March 2020,146,2,144
Hainan,China,19.1959,109.7453,26 March 2020,168,6,168
Hebei,China,39.549,116.1306,26 March 2020,319,6,310
Heilongjiang,China,47.862,127.7615,26 March 2020,484,13,469
Henan,China,33.882,113.614,26 March 2020,1275,22,1250
Hong Kong,China,22.3,114.2,26 March 2020,453,4,110
Hubei,China,30.9756,112.2707,26 March 2020,67801,3169,61201
Hunan,China,27.6104,111.7088,26 March 2020,1018,4,1014
Inner Mongolia,China,44.0935,113.9448,26 March 2020,89,1,74
Jiangsu,China,32.9711,119.455,26 March 2020,640,0,631
Jiangxi,China,27.614,115.7221,26 March 2020,936,1,934
Jilin,China,43.6661,126.1923,26 March 2020,95,1,92
Liaoning,China,41.2956,122.6085,26 March 2020,128,2,124
Macau,China,22.1667,113.55,26 March 2020,31,0,10
Ningxia,China,37.2692,106.1655,26 March 2020,75,0,75
Qinghai,China,35.7452,95.9956,26 March 2020,18,0,18
Shaanxi,China,35.1917,108.8701,26 March 2020,253,3,242
Shandong,China,36.3427,118.1498,26 March 2020,771,7,752
Shanghai,China,31.202,121.4491,26 March 2020,451,5,331
Shanxi,China,37.5777,112.2922,26 March 2020,135,0,133
Sichuan,China,30.6171,102.7103,26 March 2020,547,3,536
Tianjin,China,39.3054,117.323,26 March 2020,151,3,133
Tibet,China,31.6927,88.0924,26 March 2020,1,0,1
Xinjiang,China,41.1129,85.2401,26 March 2020,76,3,73
Yunnan,China,24.974,101.487,26 March 2020,178,2,172
Zhejiang,China,29.1832,120.0934,26 March 2020,1243,1,1222
,Colombia,4.5709,-74.2973,26 March 2020,491,6,8
,Congo (Brazzaville),-4.0383,21.7587,26 March 2020,4,0,0
,Congo (Kinshasa),-4.0383,21.7587,26 March 2020,51,3,0
,Costa Rica,9.7489,-83.7534,26 March 2020,231,2,2
,Cote d'Ivoire,7.54,-5.5471,26 March 2020,96,0,3
,Croatia,45.1,15.2,26 March 2020,495,3,22
,Diamond Princess,0,0,26 March 2020,712,10,597
,Cuba,22,-80,26 March 2020,67,2,1
,Cyprus,35.1264,33.4299,26 March 2020,146,3,4
,Czechia,49.8175,15.473,26 March 2020,1925,9,10
Faroe Islands,Denmark,61.8926,-6.9118,26 March 2020,140,0,47
Greenland,Denmark,71.7069,-42.6043,26 March 2020,6,0,2
,Denmark,56.2639,9.5018,26 March 2020,1877,41,1
,Djibouti,11.8251,42.5903,26 March 2020,11,0,0
,Dominican Republic,18.7357,-70.1627,26 March 2020,488,10,3
,Ecuador,-1.8312,-78.1834,26 March 2020,1403,34,3
,Egypt,26,30,26 March 2020,495,24,102
,El Salvador,13.7942,-88.8965,26 March 2020,13,0,0
,Equatorial Guinea,1.5,10,26 March 2020,12,0,0
,Eritrea,15.1794,39.7823,26 March 2020,6,0,0
,Estonia,58.5953,25.0136,26 March 2020,538,1,8
,Eswatini,-26.5225,31.4659,26 March 2020,6,0,0
,Ethiopia,9.145,40.4897,26 March 2020,12,0,0
,Fiji,-17.7134,178.065,26 March 2020,5,0,0
,Finland,64,26,26 March 2020,958,5,10
French Guiana,France,3.9339,-53.1258,26 March 2020,28,0,6
French Polynesia,France,-17.6797,149.4068,26 March 2020,30,0,0
Guadeloupe,France,16.25,-61.5833,26 March 2020,73,1,0
